words,Class
"['encontr', 'aqu', 'grup', 'acomod', 'facil', 'reserv', 'edifici', 'siend', 'restaur', 'plant', 'baj', 'parec', 'terribl', 'escaler', 'cos', 'cambi', 'drastic', 'prim', 'camp', 'mouss', 'berenjen', 'platan', 'delici', 'principal', 'opcion', 'parg', 'cerd', 'poll', 'bien', 'recib', 'postr', 'primer', 'categor', 'servici', 'excelent', 'ibam', 'tour', 'pued', 'coment', 'preciosmas']",5
"['aloj', 'hotel', 'juli', 'verd', 'lleg', 'mied', 'opinion', 'leim', 'aqu', 'sorprend', 'posit', 'personal', 'amabl', 'lobby', 'reform', 'ampli', 'exterior', 'pued', 'encontr', 'taxist', 'ofrec', 'servici', 'algun', 'señor', 'mayor', 'pid', 'tod', 'educ', 'mund', 'jaboncit', 'hotel', 'cuant', 'com', 'sol', 'inclu', 'desayun', 'bastant', 'vari', 'correct', 'cos', 'cos', 'pas', 'cub', 'lech', 'caf', 'agu', 'piscin', 'pued', 'opin', 'usam', 'respect', 'habit', 'pis', 'ampli', 'vist', 'precios', 'mar', 'haci', 'plaz']",3
"['estrell', 'puebl', 'bonit', 'rued', 'fortun', 'bien', 'mirador', 'ciud', 'cort', 'tiemp', 'cost']",3
"['bell', 'hermos', 'call', 'adoquin', 'mader', 'bar', 'alrededor', 'cuartel', 'general', 'cuadr', 'bell', 'muse']",4
"['plaz', 'mer', 'centr', 'ciud', 'ocasion', 'event', 'organiz', 'ayunt', 'event', 'callejer', 'doming', 'mer', 'doming', 'plaz', 'pon', 'vendedor', 'artesan', 'hac', 'compr', 'hel', 'marquesit', 'gust', 'sientat', 'relajat', 'mir', 'gent', 'pas', 'ciud', 'mer', 'presenci', 'español', 'asi', 'si', 'quier', 'conoc', 'realment', 'cultur', 'vet', 'puebl', 'cercan', 'ticul', 'tixcocob', 'uman', 'izamal', 'man', 'call', 'haci', 'sur', 'cerc', 'centr', 'estacion', 'autobus', 'llev', 'puert', 'progres', 'cuest', 'pes', 'mexican', 'abril', 'pued', 'ir', 'cualqu', 'zon', 'arqueolog', 'cenot', 'puebl', 'homun', 'cualqui', 'estacion', 'taxis', 'colect', 'indic', 'dond', 'estacion', 'demas', 'colect', 'quier', 'ir', 'econom', 'ir', 'cuent', 'verd', 'tem', 'ciud', 'perit', 'dulc', 'tod', 'confianz', 'pued', 'movert', 'gust', 'com', 'lonzaniz', 'com', 'panuch', 'empan', 'ques', 'bol', 'com', 'sop', 'lim', 'com', 'cochinit', 'enterr', 'preci', 'rop', 'tipic', 'vend', 'centr', 'buen', 'car', 'pued', 'compr', 'gust', 'si', 'vas', 'puebl', 'segur', 'consig', 'rop', 'bord', 'man', 'tej', 'artesanal', 'autent']",3
"['magnif', 'ubic', 'excelent', 'opcion', 'unic', 'sugier', 'mejor', 'proces', 'valet', 'parking', 'si', 'llev', 'aut', 'pag', 'dia', 'estacion', 'ir', 'sell', 'recepcion', 'sal', 'cad', 'vez', 'ocup']",4
"['complej', 'excepcional', 'mund', 'hac', 'cad', 'minut', 'dia', 'gimnasi', 'piscin', 'habit', 'personal', 'golf', 'jardin', 'club', 'activ', 'incompar', 'unic', 'negat', 'complej', 'hac', 'impos', 'consegu', 'propied', 'pag', 'nariz', 'taxis', 'transport', 'propied', 'sol', 'lleg', 'lugar', 'zon', 'comedor', 'negat', 'viaj', 'person', 'tard', 'taxis', 'sol', 'ir', 'lug', 'local', 'si', 'situacion', 'complej', 'mejor', 'mund', 'deb', 'comprend', 'mund', 'quej', 'problem', 'comedor', 'lug', 'dese', 'ten', 'com', 'com', 'dia', 'dos', 'seman', 'lug']",4
"['medellin', 'ir', 'opcion', 'conoc', 'lugar', 'pued', 'ir', 'arvi', 'ves', 'part', 'cuid']",5
"['hosped', 'grand', 'lux', 'grup', 'vidant', 'excelent', 'alberc', 'restaur', 'habit', 'tod', 'amen', 'atencion', 'personal', 'excelent', 'dud', 'recomend', 'ampli', 'resort']",5
"['invit', 'particip', 'proteccion', 'medi', 'ambient', 'cuant', 'ahorr', 'lav', 'toall', 'acord', 'si', 'sugier', 'indic', 'des', 'cambi', 'toall', 'ahorr', 'agu', 'energ', 'electr', 'mod', 'cambi']",5
"['pesim', 'servici', 'tiemp', 'tom', 'orden', 'siqu', 'llen', 'lug', 'trajeron', 'platill', 'entrad', 'part', 'fuert', 'simplement', 'lleg', 'tres', 'dirig', 'capitan', 'coment']",2
"['reserv', 'entrad', 'excursion', 'crucerocu', 'reserv', 'pens', 'billet', 'car', 'dich', 'mejor', 'preci', 'paquet', 'signific', 'primer', 'ron', 'cop', 'bienven', 'fizz', 'beb', 'mir', 'si', 'fanat', 'haban', 'ron', 'entonc', 'orden', 'ofert', 'final', 'botell', 'grand', 'lat', 'cocacol', 'cub', 'hiel', 'compart', 'personasl', 'cop', 'bienven', 'fizz', 'nuev', 'vin', 'final', 'asi', 'dos', 'plat', 'cacahuetesy', 'atencion', 'pued', 'tom', 'botell', 'ron', 'finalizadaper', 'show', 'increibl', 'gust', 'music', 'latinoamerican', 'danz', 'realment', 'apreci', 'contrari', 'sent', 'hor', 'repetitivapersonal', 'espos', 'pens', 'bailarin', 'increibl', 'principal', 'cantant', 'hombr', 'mujer', 'excepcional', 'ultim', 'cancion', 'practic', 'bailarin', 'actu', 'alrededor', 'plaz', 'air', 'libr', 'club', 'nocturn', 'total', 'excitantey', 'quer', 'dej', 'medianoch', 'sol', 'quer', 'bail', 'com', 'son', 'contagi', 'music', 'tod', 'vibracionas', 'si', 'quier', 'captur', 'esenci', 'cub', 'music', 'latin', 'entonc', 'dign', 'ver', 'cop', 'servicioah', 'ciert', 'si', 'ven', 'tom', 'fot', 'vide', 'van', 'cobr', 'cuc']",4
"['qued', 'decepcion', 'lagun', 'dijeron', 'conductor', 'taxihotel', 'person', 'etc', 'buen', 'beb', 'inferior', 'demasi', 'car', 'import', 'gast', 'diner', 'calid', 'esteespectacul', 'cumpli', 'mejor', 'restaur', 'mexican', 'unid', 'malgast', 'tiemp']",2
"['plaz', 'dia', 'monton', 'activ', 'niñ', 'hac', 'ejercici', 'jug', 'gent', 'camin', 'noch', 'bastant', 'luc', 'alrededor', 'plaz', 'falt', 'cafet', 'restaur', 'ver', 'person']",3
"['cuent', 'cub', 'sab', 'esper', 'hotel', 'estrell', 'supon', 'hotel', 'cumpl', 'expect', 'hotel', 'estrell', 'ningun', 'siti', 'viaj', 'servici', 'almoh', 'bien', 'tod', 'part', 'cub', 'cam', 'dur', 'ubic', 'poc', 'distanci', 'haban', 'viej', 'asi', 'hac', 'alrededor', 'hotel', 'minut', 'taxi', 'cop', 'ciud', 'pase', 'coch', 'zon', 'malecon', 'zon', 'segur', 'nadi', 'molest', 'puert', 'hotel', 'diferent', 'ocurr', 'haban', 'viej', 'agrad', 'pued', 'result', 'cans', 'haban', 'buen', 'detall', 'dieron', 'val']",5
"['famili', 'celebr', 'junt', 'aniversari', 'bod', 'once', 'van', 'mund', 'gran', 'personal', 'tan', 'complacient', 'com', 'maravill', 'lug', 'limpi', 'maravill', 'play', 'piscin', 'bar', 'exit', 'servici', 'com', 'piscin', 'dias', 'maravill', 'nul']",5
"['bell', 'plaz', 'haban', 'encuentr', 'iglesi', 'san', 'francisc', 'asisademas', 'junt', 'plaz', 'dos', 'mejor', 'cadec', 'realiz', 'cambi', 'moned', 'haban', 'call', 'obisp']",4
"['ped', 'sol', 'plat', 'person', 'siqu', 'entrant', 'grand', 'comedor', 'agrad', 'ilumin', 'vel', 'com', 'buen', 'cobr', 'servici', 'cobr', 'cub', 'reserv', 'col', 'entram', 'deb']",4
"['hotel', 'bonit', 'parec', 'primer', 'construid', 'cartagen', 'ido', 'actualiz', 'detall', 'mantencion', 'si', 'goter', 'lobby', 'general', 'bien', 'habit', 'torr', 'nuev', 'buen', 'limpi', 'bien', 'buen', 'air', 'acondicion', 'desayun', 'buen', 'pued', 'tom', 'lad', 'piscin', 'comedor', 'air', 'acondicion', 'atencion', 'excelent', 'siempr', 'buen', 'disposicion', 'atend', 'solicit', 'buen', 'ubic', 'dentr', 'cartagen', 'ir', 'diferent', 'lugar', 'sol', 'dim', 'pase', 'play', 'atraves', 'call', 'parec', 'suci', 'demasi', 'gent', 'vendedor', 'etc', 'adem', 'piscin', 'hotel', 'buenisim', 'buen', 'instal']",4
"['com', 'car', 'mediocr', 'mientr', 'rest', 'pais', 'lad', 'racion', 'inadecu', 'sec', 'poll', 'platan', 'quem', 'trist', 'batat', 'sabor', 'sal', 'risott', 'rab', 'nunc', 'cub', 'destin', 'com', 'esper', 'ningun', 'increibl', 'com', 'local', 'restaur', 'ciud', 'asunt', 'esper', 'pag', 'extranjeromas']",1
"['centr', 'ciud', 'hermos', 'mal', 'public', 'gobiern', 'municipal', 'estatal', 'resalt', 'encim', 'hac', 'deslusc', 'natural', 'arquitectur']",3
"['decid', 'llev', 'mejor', 'amig', 'haban', 'fin', 'seman', 'dias', 'juni', 'juni', 'hab', 'haban', 'quer', 'aloj', 'hotel', 'inglaterr', 'hotel', 'histor', 'mejor', 'ubic', 'viaj', 'haban', 'viaj', 'atras', 'tiemp', 'asi', 'parec', 'hotel', 'histor', 'divert', 'pros', 'hotel', 'gran', 'ubic', 'mejor', 'pro', 'hotel', 'pued', 'ir', 'andand', 'call', 'principal', 'compr', 'call', 'obisp', 'bishop', 'asi', 'cort', 'pase', 'famos', 'bar', 'floridit', 'entrad', 'viej', 'mund', 'tech', 'altos', 'moldur', 'coron', 'candelabr', 'herm', 'pod', 'imagin', 'impresion', 'com', 'propied', 'deb', 'hab', 'sid', 'volv', 'años', 'cincuent']",2
"['limpi', 'comod', 'servici', 'estrell', 'servici', 'real', 'personal', 'desayun', 'sr', 'tan', 'buen', 'meli', 'cohib', 'balcon', 'vist', 'bien', 'piscin', 'impresion', 'parec', 'moh', 'servici', 'toall', 'cerc', 'piscin', 'rar', 'pud', 'consegu', 'cam', 'king', 'siz', 'servici', 'habit', 'mal', 'desayun', 'monoton', 'cambi', 'estanci', 'dias', 'manten', 'medi', 'cambi', 'habit', 'deb', 'rot', 'air', 'acondicionadotuv', 'lluvi', 'tropical', 'cre', 'casc', 'interior', 'ascensor', 'extern', 'cristal', 'japones', 'restaur', 'italian', 'buen', 'com', 'servici', 'alej', 'principal', 'zon', 'turist', 'rod', 'gran', 'varied', 'tiend', 'estandar', 'cuban']",3
"['part', 'histiruc', 'colonial', 'mas', 'destac', 'cartagen', 'call', 'angost', 'color', 'cas', 'pueft', 'inmens', 'mader', 'balcon', 'flor', 'magic', 'especial', 'llen', 'histori', 'ritm', 'cultur', 'ideal', 'hisped', 'ahi']",5
"['voy', 'pas', 'describ', 'part', 'habit', 'bonit', 'equip', 'inclu', 'frigob', 'beb', 'noch', 'surt', 'dias', 'mañan', 'vist', 'expectacul', 'play', 'pis', 'desayun', 'vari', 'gust', 'almuerzoscen', 'igual', 'desuyun', 'vari', 'much', 'com', 'tipic', 'acostumbr', 'qued', 'com', 'sugier', 'mas', 'internacional', 'bar', 'cerc', 'pisicin', 'play', 'surt', 'pareci', 'pesim', 'pedi', 'mojit', 'segund', 'dia', 'barm', 'dig', 'habi', 'parec', 'mal', 'hotel', 'categor', 'lad', 'malcri', 'pedi', 'jug', 'coc', 'alcohol', 'ocntest', 'barm', 'ciñ', 'cart']",3
"['desilusion', 'pes', 'buen', 'pis', 'habit', 'manten', 'minim', 'correct', 'prevent', 'da', 'des', 'servici', 'limpiez', 'deficient', 'mediocr', 'product', 'bann']",2
"['estanci', 'bien', 'cuestion', 'aliment', 'ped', 'desayun', 'chilaquil', 'ped', 'pan', 'blanc', 'acompañ', 'meser', 'hiz', 'sab', 'pan', 'blanc', 'caj', 'cobr', 'part', 'acuerd', 'termin']",2
"['bien', 'trabaj', 'tod', 'histori', 'trabaj', 'oro', 'metal', 'centroamer', 'colombi', 'much', 'piez', 'bien', 'conserv', 'entreg', 'asequ', 'merec', 'pen']",4
"['plaz', 'pequeñ', 'encant', 'limpi', 'vari', 'restaur', 'alrededor', 'cervec', 'ciert', 'servici', 'lament', 'si', 'com', 'restaur', 'lad', 'caf', 'escorial', 'prueb', 'sandwich', 'cuban', 'riquisim']",5
"['pid', 'sal', 'agu', 'calient', 'nunc', 'agu', 'ultim', 'dia', 'nunc', 'hic', 'solucion', 'problem', 'hotel', 'ruidos', 'deb', 'hac', 'huesped', 'respet', 'descans']",2
"['sup', 'interes', 'ver', 'arquitectur', 'fabul', 'edifici', 'sid', 'reform', 'recient', 'edifici', 'todav', 'ruin', 'ver', 'abre', 'haci', 'oest', 'conviert', 'comercializ']",5
"['hotel', 'suci', 'viej', 'pasill', 'manch', 'huel', 'moh', 'saban', 'cam', 'manch', 'bañ', 'solt', 'agu', 'cad', 'vez', 'tir', 'cistern', 'puert', 'muebl', 'rot', 'desayun', 'pesim', 'cobr', 'preci', 'noch', 'si', 'hotel', 'cuatr', 'estrell', 'realid', 'deb', 'ten', 'sol', 'problem', 'reserv', 'encontr', 'dign', 'prest', 'ayud', 'ningun', 'moment', 'peg', 'recom', 'nadi']",1
"['hotel', 'estanci', 'lej', 'suci', 'cayend', 'pedaz', 'personal', 'parec', 'dese', 'trabaj', 'lug', 'desayun', 'pobr', 'aloj', 'alberg', 'españ', 'dej', 'hotel', 'estrell', 'llam', 'par']",1
"['hotel', 'lug', 'visit', 'oblig', 'visit', 'haban', 'cub', 'hotel', 'punt', 'referent', 'clasic', 'capital', 'exhib', 'esplendor', 'epoc', 'ningun', 'hotel', 'present', 'majestu', 'eleg', 'graci', 'tan', 'gran', 'escal', 'palaci', 'nacional', 'constru', 'hotel', 'siempr', 'llen', 'atraccion', 'derech', 'propi', 'asi', 'siempr', 'trafic', 'pie', 'vestibul', 'person', 'caen', 'cop', 'escuch', 'music', 'hermos', 'jardin', 'rod', 'zon', 'hotel', 'bar', 'air', 'libr', 'sirv', 'excelent', 'mojit', 'par', 'piscin', 'air', 'libr', 'habit', 'bastant', 'ampli', 'bañ', 'pequeñ', 'embarg', 'inclu', 'bañer', 'hotel', 'ofrec', 'buffet', 'desayun', 'realment', 'buen', 'dud', 'hotel']",4
"['mu', 'interes', 'lug', 'pes', 'ser', 'pequeñ', 'tom', 'minut', 'recorr', 'pued', 'apreci', 'muebl', 'antigu']",3
"['hotel', 'instal', 'excelent', 'mañan', 'servici', 'toc', 'puert', 'am', 'minim', 'toc', 'unas', 'vec', 'inclus', 'abriend', 'puert', 'mientr', 'estab', 'cambi', 'verd', 'termin', 'molest']",1
"['aloj', 'hotel', 'juli', 'noch', 'larg', 'noch', 'jamas', 'gran', 'torment', 'truen', 'segund', 'pis', 'total', 'inund', 'baj', 'desayun', 'peligr', 'yend', 'resbal', 'escalon', 'marmol', 'usar', 'sandali', 'señal', 'advertent', 'desayun', 'swarm', 'mosc', 'limit', 'caf', 'fri', 'cereal', 'dur', 'atrap', 'mold', 'dosif', 'terraz', 'cerr', 'personal', 'hotel', 'desagrad', 'cam', 'parec', 'humed', 'suci', 'bañ', 'peligr', 'salud', 'secador', 'insegur', 'pon', 'cualqui', 'lug', 'cerc', 'pel', 'cabez', 'explosion', 'esper', 'suced', 'toall', 'siempr', 'suci', 'oli', 'almizcl', 'humed', 'lav', 'air']",2
"['hotel', 'modern', 'habit', 'grand', 'bien', 'equip', 'servici', 'calid', 'personnel', 'agrad', 'ubic', 'convenient', 'negoci', 'tambi', 'descubr', 'aglomer', 'minut', 'taxi', 'ir', 'centr', 'monterrey']",4
"['buen', 'servici', 'part', 'juan', 'com', 'exquisit', 'sup', 'recomend', 'ambient', 'tranquil', 'acogedor']",5
"['siti', 'principal', 'peninsul', 'yucatan', 'siti', 'castill', 'piez', 'central', 'pued', 'sub', 'lugar', 'visit', 'canch', 'baloncest', 'grand', 'podr', 'ver', 'templ', 'guerrer', 'cenot', 'sagr', 'ten', 'cuent', 'lug', 'vendedor', 'siti', 'may', 'combin', 'demasi', 'agres', 'impid', 'import', 'histor']",4
"['com', 'nombr', 'inflad', 'espectacul', 'servici', 'peor', 'capitan', 'meser', 'siqu', 'pon', 'atencion', 'pregunt', 'meser', 'par', 'mes', 'ped', 'dos', 'vec', 'beb']",1
"['hotel', 'hermos', 'atencion', 'recepcion', 'sum', 'eficient', 'camarer', 'lind', 'pon', 'desodor', 'ambiental', 'pasill', 'apest', 'autobus', 'barat', 'horribl', 'ademas', 'sin', 'com', 'servici', 'buffet', 'restaur', 'ciert', 'exces', 'car', 'atencion', 'pesim', 'com', 'pued', 'buen', 'ocasion', 'desayun', 'ahi', 'primer', 'tard', 'min', 'tom', 'orden', 'cobr', 'segund', 'ped', 'desayun', 'min', 'despues', 'pag', 'retir', 'hab', 'prob', 'nunc', 'llev', 'quej', 'capitan', 'meser', 'sab', 'pas', 'escrib', 'hotel', 'quej', 'nuev', 'hac', 'checkout', 'dij', 'chic', 'recepcion', 'muyx']",3
"['bonit', 'ciud', 'verdader', 'diversion', 'islastemperatur', 'humed', 'calienteciud', 'car']",3
"['hic', 'reserv', 'telefon', 'cen', 'parej', 'experient', 'desastr', 'mini', 'mes', 'dieron', 'just', 'puert', 'salon', 'ped', 'jardin', 'ademas', 'atend', 'dio']",2
"['hotel', 'aun', 'grand', 'cuent', 'alberc', 'vist', 'mar', 'dej', 'des', 'habit', 'aun', 'solicit', 'verific', 'clim', 'parec', 'air', 'lav', 'bañ', 'cuent', 'fug', 'tanqu', 'regader', 'encuentr', 'desgast', 'tiend', 'tir', 'agu', 'valvul', 'cierr', 'complet', 'gote', 'humed', 'tech', 'huel', 'habit', 'insectic', 'cam', 'requier', 'actualiz', 'blanc', 'personal', 'amabl', 'recepcion', 'men', 'cuant', 'nacional', 'not', 'diferent', 'trat', 'extranjer', 'cuant', 'com', 'realiz', 'reserv', 'acces', 'cen', 'menu', 'repet', 'com', 'cen', 'lug', 'potencial', 'mejor', 'requier', 'atencion', 'urgent', 'ademas', 'dentr', 'fraccion', 'conviert', 'siti', 'descans', 'cuent', 'tiend', 'convenient', 'buen', 'preci', 'ten', 'sal', 'zon']",2
"['excelent', 'ubic', 'centric', 'personal', 'amabl', 'especial', 'personal', 'recepcion', 'carl', 'pabl', 'juan', 'ademas', 'susan', 'pequeñ', 'detall', 'requier', 'ciert', 'manten', 'principal', 'bañ', 'cuant', 'lobby', 'cre', 'desaprovech', 'cuant', 'decor', 'siend', 'lug', 'tan', 'ampli', 'bonit']",4
"['mund', 'recomend', 'cre', 'ibam', 'llev', 'menus', 'dos', 'diferent', 'tangaz', 'muchisim', 'calor', 'com', 'regul', 'tir', 'mal', 'music']",3
"['ir', 'haban', 'arrib', 'air', 'acondicion', 'mantel', 'blanc', 'terraz', 'vist', 'increibl', 'menu', 'arrib', 'exclus', 'plant', 'baj', 'air', 'libr', 'menu', 'parec', 'ten', 'especial', 'cuban', 'encant', 'mayor', 'plat', 'normal', 'evit', 'com', 'filet', 'cub', 'general', 'dificil', 'exager', 'mejor', 'filet', 'vid', 'restaur', 'medallon', 'terner', 'prueb', 'camarer', 'gestion', 'amabl', 'atent', 'menus', 'dos', 'idiom', 'relajes', 'porch', 'beb', 'gran', 'lug']",5
"['ven', 'dias', 'agost', 'expondr', 'sincer', 'opinion', 'habit', 'recib', 'olor', 'humed', 'normal', 'sol', 'pued', 'abrir', 'ventan', 'servici', 'limpiez', 'mientr', 'hac', 'habit', 'mendrug', 'pan', 'frent', 'puert', 'tir', 'alli', 'dias', 'cacahuet', 'bañ', 'junt', 'bañer', 'tres', 'dias', 'colill', 'tras', 'taz', 'wc', 'imagin', 'segu', 'alli', 'pued', 'mencion', 'saban', 'agujer', 'quier', 'extend', 'trat', 'personal', 'general', 'bien', 'excepcion', 'sr', 'andres', 'suert', 'dar', 'checkin', 'h', 'pes', 'cambi', 'cen', 'despues', 'pregunt', 'dond', 'cambi', 'coment', 'neces', 'cen', 'solucion']",3
"['english', 'and', 'spanish', 'review', 'english', 'very', 'dirty', 'room', 'nasty', 'sheets', 'dirty', 'the', 'entir', 'rooms', 'dirty', 'the', 'receptionist', 'giv', 'us', 'other', 'room', 'was', 'worst', 'bathroom', 'dirty', 'sheets', 'floor', 'very', 'and', 'the', 'personal', 'hav', 'very', 'bad', 'attitud', 'and', 'rud', 'manag', 'and', 'receptionist', 'hairs', 'for', 'everywher', 'this', 'happen', 'sunday', 'they', 'refus', 'to', 'pay', 'back', 'our', 'money', 'español', 'fea', 'experient', 'lleg', 'trat', 'regul', 'part', 'recepcion', 'lleg', 'habit', 'llen', 'pel', 'larg', 'muj', 'manch', 'com', 'cam', 'report', 'manag', 'port', 'groser', 'solicit', 'ir', 'recepcion', 'nuev', 'habit', 'lleg', 'dec', 'situacion', 'practic', 'pid', 'tarjet', 'llav', 'dieron', 'literal', 'avent', 'escritori', 'lleg', 'lax']",1
"['zon', 'verd', 'ingres', 'play', 'bien', 'cuid', 'ingres', 'aven', 'principal', 'hotel', 'bien', 'señaliz', 'pas', 'reductor', 'veloc', 'general', 'servici', 'buen']",4
"['lug', 'encant', 'ambient', 'estupend', 'edifici', 'increibl', 'sub', 'escaler', 'restaur', 'segund', 'plant', 'buen', 'razon', 'visit', 'lug', 'interior', 'restaur', 'increibl', 'encant', 'ver', 'pelicul', 'fres', 'chocolat', 'visit', 'com', 'buen', 'exclus', 'estandar', 'cuban', 'regular', 'preci', 'altos', 'estandar', 'cuban', 'dud', 'recomend', 'ir', 'aqu', 'reserv', 'mes', 'viaj', 'pd', 'ped', 'ensal', 'ces', 'hac', 'mes']",4
"['pas', 'noch', 'abril', 'unic', 'buen', 'situacion', 'trat', 'emple', 'infam', 'recom']",2
"['plat', 'abund', 'com', 'dos', 'dec', 'plat', 'pedi', 'atun', 'incom', 'sup', 'sec', 'pid', 'amig', 'igual', 'sirv', 'ten', 'much', 'cantid', 'sin', 'pued', 'com', 'dej', 'casi']",2
"['plaz', 'viej', 'restaur', 'hac', 'restaur', 'edif', 'entorn', 'lug', 'visit', 'edif', 'autent', 'obras', 'artes', 'cafet', 'restaur', 'visit', 'rincon', 'caf', 'pid', 'caf', 'mas', 'gust', 'record']",5
"['toc', 'qued', 'seman', 'hotel', 'instal', 'suci', 'personal', 'pes', 'bañ', 'social', 'nunc', 'hubi', 'papel', 'higien', 'unic', 'buen', 'limpiez', 'bungalow', 'señorit', 'amabl', 'honest', 'tambi', 'buen', 'person', 'atiend', 'bar', 'dos', 'joven', 'preci', 'pag', 'hotel', 'val', 'prefer', 'qued', 'adem', 'agu', 'piscin', 'apest', 'horribl', 'gan', 'bañ', 'dan']",2
"['pas', 'especi', 'rambl', 'cataluñ', 'hac', 'años', 'viej', 'caduc', 'merec', 'pen', 'nostalgi', 'produc', 'rest', 'burgues', 'español', 'sigl', 'xix', 'rezum', 'cad', 'esquin']",5
"['edif', 'histor', 'lind', 'val', 'pen', 'mejor', 'manten', 'ofert', 'restaur', 'bar', 'limit', 'realment', 'hotel', 'tod', 'haban', 'deb', 'mejor', 'servici', 'atencion', 'impersonal', 'ocasion', 'despect', 'deb', 'cuid', 'turist', 'opcion', 'mejor', 'turism']",3
"['ciert', 'templ', 'kukulkan', 'observatori', 'impresion', 'alla', 'zon', 'arqueolog', 'tant', 'edifici', 'bien', 'conserv', 'ademas', 'vendedor', 'parec', 'tan', 'buen', 'gust', 'uxmal']",4
"['sol', 'noch', 'hotel', 'pued', 'dar', 'opinion', 'extens', 'instal', 'habit', 'espaci', 'cam', 'comod', 'air', 'acondicion', 'habit', 'accesori', 'realment', 'funcion', 'bañ', 'espaci', 'embarg', 'toall', 'dej', 'bastant', 'des', 'piscin', 'lind', 'ventaj', 'pod', 'ser', 'utiliz', 'cualqui', 'hor', 'recepcion', 'siempr', 'llen', 'personal', 'much', 'gan', 'prest', 'ayud', 'actitud', 'dej', 'bastant', 'des']",3
"['pequeñ', 'pued', 'dar', 'buen', 'vision', 'general', 'histori', 'tribus', 'colombi', 'espectacul', 'esper', 'entrad', 'barat', 'sol', 'pes', 'usd', 'asi', 'dud', 'merec', 'pen', 'visit', 'centr', 'ciud', 'pued', 'ver', 'cerc', 'catedral', 'monserrat']",3
"['buffet', 'excas', 'si', 'vas', 'ultim', 'hor', 'desayun', 'com', 'vari', 'dias', 'cubiert', 'sol', 'servillet', 'prim', 'dia', 'ver', 'cub', 'si', 'mal', 'gestion', 'recepcion', 'funcion', 'hic', 'vari', 'llam', 'nunc', 'lleg', 'pas', 'cog', 'telefon', 'puest', 'mayor', 'dia', 'nadi', 'recepcion', 'hotel', 'viej', 'cuid', 'except', 'recepcion', 'clar', 'buen', 'ubic', 'segun', 'sal', 'lleg', 'dos', 'minut', 'plaz', 'capitoli', 'dos', 'mejor', 'restaur', 'zon', 'cerc', 'zon', 'tiendit', 'floridit', 'etc', 'cos', 'buen', 'vist', 'ultim', 'pis', 'edifici', 'altos', 'haban']",1
"['horribl', 'hotel', 'suci', 'descuid', 'viej', 'telefon', 'toall', 'apest', 'resuelv', 'devolu', 'cancel', 'inconvenient', 'refer', 'recom', 'rob', 'fraud', 'imagen', 'hotel', 'muestr', 'fals']",1
"['mmmm', 'pued', 'empez', 'huesped', 'lug', 'parec', 'ser', 'intrution', 'irritaiting', 'emple', 'aloj', 'aqu', 'primer', 'hac', 'años', 'genial', 'vez', 'embarg', 'cos', 'cambi', 'recepcion', 'prefer', 'rellen', 'papaerwork', 'serv', 'client', 'hor', 'hor', 'ocup', 'dia', 'checkin', 'checkout', 'activ', 'personal', 'bar', 'restaur', 'lent', 'brusc', 'tiemp', 'alli', 'recuerd', 'ver', 'cualqu', 'sonris', 'personal', 'desayun', 'aunqu', 'eleccion', 'poc', 'quanilty', 'fresc', 'especial', 'frut', 'clar', 'ningun', 'emple', 'trabaj', 'mañan', 'desagrad', 'mejor', 'cas', 'hotel', 'pose', 'cuatr', 'restaur']",2
"['hotel', 'nuev', 'remodel', 'perfect', 'limpi', 'dia', 'habit', 'cay', 'anill', 'logr', 'encontr', 'embarg', 'camar', 'lucerit', 'encontr', 'dej', 'vist', 'agradec', 'gest', 'honradez', 'servici', 'sum', 'amabl', 'emple', 'qued', 'satisfech', 'recomend', 'ampli']",5
"['rio', 'rap', 'veracruz', 'verd', 'buen', 'aventur', 'si', 'vas', 'epoc', 'lluvi', 'ser', 'valient', 'corrient', 'fuert', 'clar', 'llev', 'gui', 'person', 'si', 'asust', 'may', 'llov', 'disfrut']",4
"['asist', 'conferent', 'call', 'pequeñ', 'centr', 'conferent', 'aloj', 'pase', 'plant', 'torr', 'nuev', 'aun', 'obras', 'lleg', 'siempr', 'hor', 'registr', 'consegu', 'internet', 'funcion', 'bien', 'termin', 'calientecabl', 'ethernet', 'jack', 'detras', 'television', 'agu', 'calient', 'ausent', 'mañan', 'tempran', 'piscin', 'inclu', 'encim', 'edifici', 'maravill', 'proporcion', 'toall', 'dificil', 'encontr', 'play', 'genial', 'com', 'genial', 'abund', 'si', 'español', 'flu', 'pued', 'quier', 'ir', 'lug', 'habit', 'nuev', 'limpi', 'auster']",3
"['instal', 'excelent', 'atencion', 'magnif', 'habit', 'maravill', 'cuid', 'cad', 'detall', 'estanci', 'mejor', 'com', 'restaur', 'buen', 'terraz', 'vist', 'increibl']",5
"['lleg', 'pint', 'bien', 'di', 'aut', 'encarg', 'estacion', 'dieron', 'ticket', 'sell', 'coment', 'cost', 'pes', 'noch', 'ser', 'servici', 'ofrec', 'hotel', 'si', 'marc', 'pagin', 'si', 'molest', 'engañ', 'se', 'si', 'tod', 'habit', 'pantall', 'viej', 'opcion', 'mejor', 'baj', 'cost', 'zon', 'trat', 'recepcion', 'fri', 'cortant', 'sonris']",2
"['gust', 'servici', 'sol', 'amant', 'caminat', 'pur', 'pas', 'taxi', 'colect', 'ningun', 'fli', 'sint', 'tent', 'camin']",2
